product_id,Screen_Appearance,Voice_Clarity,Signal_Receiving_Strength,App_Comaptiability,product_length,product_width,product_thickness,Overall_Quality
144620,BelowAverage,BelowAverage,Average,VeryGood,6.04,2.64,0.32,Good
121439,AboveAverage,Poor,VeryGood,SlightlyGood,5.62,2.08,0.322,Good
149919,SlightlyPoor,Poor,VeryPoor,SlightlyPoor,4.63,2.09,0.378,Poor
143944,VeryGood,SlightlyPoor,Poor,Good,5.89,2.61,0.389,Good
189236,VeryPoor,Poor,Average,SlightlyGood,4.62,2.22,0.376,Poor
116131,SlightlyPoor,Excellent,Poor,SlightlyPoor,4.91,1.92,0.384,Poor
150009,Excellent,SlightlyGood,Poor,Good,5.98,1.95,0.39,Good
161870,VeryGood,Excellent,SlightlyPoor,Poor,4.56,2.2,0.348,Good
182195,Average,SlightlyGood,Poor,VeryGood,5.73,2.83,0.37,Good
210170,VeryPoor,Average,SlightlyGood,Average,5.96,2.59,0.317,Poor
164081,Average,Excellent,VeryGood,Poor,4.77,2.21,0.334,Good
202972,AboveAverage,Good,Poor,VeryPoor,5.94,1.83,0.35,Poor
151432,SlightlyPoor,AboveAverage,Poor,Average,4.37,2.16,0.358,Poor
200259,VeryGood,Good,Excellent,Average,6.16,2.68,0.373,VeryGood
169634,Good,SlightlyGood,Good,SlightlyPoor,5.45,2.27,0.368,Good
202325,SlightlyGood,SlightlyPoor,Poor,VeryPoor,4.4,2.27,0.322,Poor
149006,Average,SlightlyGood,Good,SlightlyGood,5.37,2.48,0.386,Good
119708,Poor,Good,SlightlyPoor,SlightlyGood,5.62,2.51,0.388,Poor
145242,VeryPoor,Excellent,VeryGood,SlightlyPoor,5.5,1.83,0.395,Good
119817,BelowAverage,AboveAverage,AboveAverage,Good,5.64,2.85,0.359,Good
118232,VeryPoor,SlightlyPoor,VeryPoor,Poor,5.04,2.54,0.383,Poor
188639,VeryGood,Excellent,VeryPoor,VeryPoor,4.77,2.2,0.341,Good
141173,SlightlyPoor,VeryPoor,Average,BelowAverage,4.98,1.84,0.339,Poor
213107,BelowAverage,VeryGood,Good,VeryPoor,5.02,2.37,0.344,Good
180858,SlightlyPoor,SlightlyGood,Excellent,AboveAverage,5.26,2.37,0.341,Good
205397,Poor,AboveAverage,Excellent,SlightlyPoor,5.99,1.87,0.379,Good
163293,Average,Poor,Average,SlightlyGood,4.29,2.9,0.366,Poor
123041,VeryPoor,SlightlyGood,Excellent,Good,6.11,1.84,0.311,Good
170526,Excellent,VeryGood,Average,VeryGood,5.43,2.18,0.364,VeryGood
196437,VeryGood,AboveAverage,Average,AboveAverage,5.38,2.56,0.316,Good
159838,SlightlyGood,AboveAverage,Good,Average,5.41,2.19,0.333,Good
167161,Excellent,Excellent,VeryGood,AboveAverage,4.21,1.96,0.347,VeryGood
147649,Poor,Good,VeryPoor,VeryPoor,5.29,2.16,0.322,Poor
128438,Excellent,Good,AboveAverage,AboveAverage,4.48,2.08,0.299,Good
143731,Good,AboveAverage,BelowAverage,VeryGood,5.49,2.35,0.327,Good
163445,VeryPoor,SlightlyGood,BelowAverage,SlightlyGood,5.9,1.75,0.355,Poor
122163,SlightlyPoor,BelowAverage,Average,BelowAverage,5.11,2.26,0.352,Poor
159013,Average,Good,AboveAverage,VeryGood,5.23,2.67,0.388,Good
195985,Poor,SlightlyGood,Poor,Average,4.68,2.41,0.395,Poor
172044,Excellent,Good,SlightlyGood,Good,5.59,2.4,0.298,VeryGood
212238,AboveAverage,SlightlyGood,SlightlyPoor,Poor,5.76,2.13,0.305,Poor
149604,Poor,BelowAverage,BelowAverage,Good,4.77,2.05,0.31,Poor
191567,AboveAverage,Average,VeryPoor,Excellent,5.88,1.92,0.369,Good
197765,SlightlyGood,Poor,Excellent,VeryPoor,5.47,2.15,0.304,Poor
213550,SlightlyPoor,VeryGood,SlightlyPoor,BelowAverage,4.84,1.93,0.299,Poor
205719,SlightlyPoor,SlightlyGood,Poor,AboveAverage,6.18,2.24,0.333,Poor
161508,Excellent,Poor,Average,AboveAverage,6.1,2.69,0.376,Good
137664,BelowAverage,Good,SlightlyPoor,AboveAverage,5.63,2.65,0.323,Good
130559,VeryPoor,SlightlyPoor,Good,Excellent,4.4,2.02,0.372,Good
168464,Average,SlightlyPoor,VeryPoor,Excellent,5.5,2.05,0.362,Poor
213830,SlightlyPoor,VeryPoor,Poor,AboveAverage,5.87,2.83,0.361,Poor
121560,Average,Good,BelowAverage,Excellent,5.59,2.48,0.387,Good
174735,BelowAverage,AboveAverage,Average,Good,5.48,2.34,0.393,Good
182452,SlightlyGood,SlightlyPoor,AboveAverage,Poor,4.23,1.79,0.354,Poor
187392,BelowAverage,Average,VeryGood,VeryGood,6.19,2.23,0.364,Good
154840,SlightlyPoor,Excellent,Average,Good,4.5,2.74,0.343,Good
198749,AboveAverage,VeryPoor,Poor,Good,5.44,2,0.357,Poor
197149,Average,SlightlyPoor,AboveAverage,AboveAverage,5.75,2.33,0.309,Poor
153134,SlightlyPoor,AboveAverage,Good,VeryGood,4.69,1.94,0.325,Good
168396,SlightlyPoor,Excellent,VeryGood,Excellent,4.53,1.92,0.344,VeryGood
208207,Excellent,SlightlyGood,BelowAverage,Excellent,4.95,2.49,0.299,VeryGood
139046,SlightlyGood,Poor,VeryGood,SlightlyPoor,4.41,2.8,0.325,Good
183285,Poor,VeryPoor,SlightlyGood,BelowAverage,5.09,2.74,0.339,Poor
203605,Poor,SlightlyGood,SlightlyGood,Poor,4.35,1.92,0.37,Poor
145122,Poor,SlightlyGood,VeryPoor,BelowAverage,5.39,2.14,0.36,Poor
188748,VeryGood,AboveAverage,Good,SlightlyGood,5.19,2.43,0.303,Good
205459,AboveAverage,BelowAverage,SlightlyGood,AboveAverage,5.69,1.76,0.339,Good
113053,Poor,SlightlyGood,Excellent,Poor,5.31,2.15,0.39,Good
205095,BelowAverage,AboveAverage,VeryGood,VeryGood,5.63,1.82,0.353,Good
192108,VeryPoor,AboveAverage,Good,VeryGood,4.49,1.9,0.367,Good
160754,SlightlyGood,SlightlyPoor,Excellent,SlightlyPoor,5.39,2.22,0.322,Good
133800,SlightlyPoor,VeryGood,VeryGood,Average,5.7,2.46,0.351,Good
167481,VeryGood,Excellent,Average,SlightlyGood,6.18,2.11,0.36,VeryGood
164383,VeryGood,Good,VeryPoor,Excellent,5.42,2.45,0.394,Good
202195,SlightlyGood,VeryGood,BelowAverage,AboveAverage,4.58,2.15,0.386,Good
209446,Good,SlightlyPoor,VeryGood,AboveAverage,5.92,2.3,0.306,Good
128175,VeryGood,BelowAverage,Average,SlightlyGood,5.55,1.78,0.332,Good
195262,AboveAverage,AboveAverage,SlightlyGood,VeryGood,6.13,1.91,0.37,Good
159068,AboveAverage,Poor,Good,Excellent,4.95,1.98,0.379,Good
112589,Good,AboveAverage,SlightlyGood,VeryGood,5.38,2.49,0.392,Good
205840,SlightlyGood,Good,Good,SlightlyGood,4.98,2.74,0.388,Good
112737,BelowAverage,VeryGood,AboveAverage,Good,4.44,1.9,0.352,Good
115892,Average,VeryPoor,BelowAverage,SlightlyGood,4.87,2.75,0.377,Poor
130129,Excellent,AboveAverage,VeryGood,VeryGood,5.59,2.36,0.323,VeryGood
178522,Excellent,SlightlyGood,Good,VeryPoor,5.99,1.8,0.328,Good
113714,AboveAverage,VeryPoor,Average,VeryGood,4.8,2.22,0.358,Good
184939,Poor,VeryGood,AboveAverage,Average,4.76,2.8,0.334,Good
159212,BelowAverage,BelowAverage,VeryPoor,Poor,6.04,2.4,0.38,Poor
183857,Average,Good,SlightlyPoor,Good,4.78,2.03,0.366,Good
209282,VeryGood,Poor,VeryPoor,AboveAverage,6.15,2.87,0.383,Poor
204056,Excellent,Excellent,Poor,Poor,4.88,1.75,0.369,Good
115108,VeryGood,Excellent,Poor,Average,4.35,2.35,0.332,Good
130489,AboveAverage,VeryPoor,BelowAverage,BelowAverage,5.87,2.89,0.311,Poor
134001,BelowAverage,Poor,BelowAverage,SlightlyPoor,5.8,2.63,0.314,Poor
167727,VeryGood,VeryGood,Excellent,Poor,5.34,2.77,0.37,Good
213745,Good,SlightlyPoor,BelowAverage,BelowAverage,4.76,2.09,0.357,Poor
170016,Good,BelowAverage,Poor,Poor,4.65,2.4,0.385,Poor
155165,VeryPoor,Average,Average,VeryGood,4.72,2.25,0.307,Poor
155817,Average,BelowAverage,VeryGood,Excellent,6,2.48,0.344,Good
195884,SlightlyGood,Poor,VeryPoor,SlightlyGood,4.44,2.12,0.335,Poor
131151,Good,AboveAverage,SlightlyGood,SlightlyPoor,4.36,2.76,0.339,Good
172124,VeryPoor,VeryGood,VeryGood,Poor,5.12,1.98,0.395,Good
149781,Average,Good,VeryGood,Average,4.58,2.74,0.3,Good
208735,SlightlyPoor,BelowAverage,Excellent,SlightlyGood,4.63,2.37,0.347,Good
187882,Excellent,Excellent,AboveAverage,Excellent,5.12,2.67,0.333,VeryGood
179982,Average,Poor,Good,VeryGood,5.66,2.4,0.357,Good
129033,SlightlyPoor,Poor,AboveAverage,AboveAverage,5.24,2.57,0.346,Poor
169513,AboveAverage,VeryGood,VeryGood,Good,4.73,1.93,0.385,VeryGood
155185,BelowAverage,VeryGood,VeryGood,VeryGood,5.69,2.77,0.337,VeryGood
180456,VeryGood,BelowAverage,Excellent,AboveAverage,4.87,2.36,0.387,Good
130265,Poor,BelowAverage,Poor,SlightlyPoor,5.65,2.47,0.322,Poor
208527,Average,Poor,Good,BelowAverage,4.64,2.18,0.299,Poor
206557,SlightlyGood,SlightlyPoor,VeryGood,VeryPoor,4.33,1.82,0.339,Poor
202151,SlightlyGood,AboveAverage,Excellent,BelowAverage,5.56,2.68,0.376,Good
168163,VeryPoor,BelowAverage,SlightlyPoor,AboveAverage,5.42,2.34,0.342,Poor
206339,VeryGood,VeryGood,Good,BelowAverage,4.87,1.95,0.316,Good
162905,Excellent,VeryPoor,Poor,Good,5.83,2.25,0.373,Good
153221,Poor,VeryGood,VeryPoor,AboveAverage,5.18,2.42,0.365,Poor
178625,Poor,Average,Excellent,VeryPoor,5.51,2.71,0.346,Poor
199990,SlightlyPoor,Good,Average,VeryPoor,5.14,2,0.31,Poor
211401,VeryPoor,Good,SlightlyGood,AboveAverage,5.42,2.88,0.346,Good
115660,BelowAverage,SlightlyPoor,Excellent,Average,6.01,2.68,0.389,Good
160969,Excellent,VeryPoor,VeryPoor,Poor,4.65,2.8,0.364,Poor
148498,Excellent,VeryGood,VeryPoor,AboveAverage,6.02,2.84,0.34,Good
154835,SlightlyPoor,SlightlyGood,AboveAverage,SlightlyPoor,5.36,2.32,0.385,Poor
113731,Good,Poor,Average,SlightlyGood,5.68,2.42,0.314,Good
167572,VeryPoor,AboveAverage,Average,AboveAverage,5.94,1.92,0.309,Poor
179642,Good,VeryPoor,SlightlyPoor,Poor,6.05,1.91,0.374,Poor
139497,AboveAverage,BelowAverage,AboveAverage,BelowAverage,5.4,1.98,0.342,Poor
185378,Average,Poor,BelowAverage,SlightlyGood,4.91,2.54,0.392,Poor
147522,Poor,SlightlyGood,BelowAverage,AboveAverage,6.14,2.39,0.398,Poor
190017,Average,Average,Poor,VeryPoor,4.28,1.92,0.36,Poor
155577,Good,Poor,SlightlyPoor,Good,4.53,2.56,0.328,Good
212982,AboveAverage,VeryGood,Good,Average,5.83,1.83,0.362,Good
140903,BelowAverage,SlightlyPoor,VeryGood,Excellent,5.22,2.18,0.318,Good
134236,VeryPoor,BelowAverage,SlightlyPoor,Average,4.6,2.85,0.359,Poor
173332,VeryGood,Good,VeryPoor,BelowAverage,5.74,2.33,0.372,Good
176350,Good,Excellent,Average,BelowAverage,4.83,2.83,0.308,Good
144125,Average,VeryPoor,Poor,BelowAverage,4.39,2.05,0.299,Poor
203020,Good,SlightlyPoor,Excellent,Excellent,5.04,2.46,0.301,VeryGood
169996,Excellent,Excellent,Excellent,SlightlyGood,4.37,2.71,0.339,VeryGood
152521,VeryPoor,AboveAverage,Good,VeryPoor,6.02,2.25,0.326,Poor
149677,SlightlyGood,VeryPoor,BelowAverage,Average,5.25,2.54,0.335,Poor
184150,Good,Poor,AboveAverage,Poor,4.24,2.75,0.376,Poor
151315,VeryGood,Excellent,VeryGood,VeryGood,5.61,2.7,0.376,VeryGood
123637,SlightlyPoor,SlightlyGood,Average,Poor,5.88,2.47,0.371,Poor
189158,Poor,BelowAverage,SlightlyGood,SlightlyPoor,5.25,1.79,0.326,Poor
145267,Average,Average,Good,Excellent,5.15,1.81,0.347,Good
157009,Poor,Poor,BelowAverage,Excellent,4.77,2.63,0.381,Poor
137442,VeryGood,VeryPoor,BelowAverage,VeryPoor,6.08,2.21,0.313,Poor
182637,BelowAverage,Poor,SlightlyPoor,VeryGood,4.69,2.24,0.394,Poor
184552,Average,SlightlyPoor,BelowAverage,Poor,6.03,2.73,0.352,Poor
177876,SlightlyPoor,VeryGood,Good,Excellent,5.71,1.98,0.309,Good
204758,AboveAverage,VeryPoor,AboveAverage,VeryGood,4.31,1.88,0.383,Good
192006,Excellent,Good,SlightlyPoor,SlightlyGood,6.08,2.57,0.317,Good
156257,VeryGood,SlightlyPoor,AboveAverage,Excellent,5.55,1.87,0.379,Good
178202,BelowAverage,Good,SlightlyGood,Excellent,4.97,2.06,0.397,Good
185258,SlightlyGood,SlightlyPoor,Average,VeryGood,6.17,1.98,0.34,Good
143052,Excellent,Good,Poor,Average,5.54,2,0.333,Good
117353,SlightlyPoor,AboveAverage,Average,Poor,5.56,2.09,0.315,Poor
188727,SlightlyPoor,Average,VeryPoor,Excellent,6.09,2.04,0.342,Poor
178885,Good,BelowAverage,Good,VeryGood,5.87,1.89,0.335,Good
199748,VeryGood,Good,Good,SlightlyPoor,4.99,2.29,0.387,Good
193384,Excellent,Good,BelowAverage,VeryPoor,4.7,1.95,0.309,Good
148594,Average,AboveAverage,Average,Poor,4.23,2.27,0.395,Poor
200407,VeryGood,Poor,SlightlyPoor,BelowAverage,5.19,1.89,0.377,Poor
117033,Excellent,Poor,Poor,SlightlyPoor,5.76,2.58,0.389,Poor
213170,SlightlyPoor,VeryPoor,BelowAverage,SlightlyPoor,5.41,2.22,0.334,Poor
113073,SlightlyPoor,AboveAverage,SlightlyGood,Excellent,5.46,1.95,0.324,Good
197856,VeryGood,Poor,Poor,AboveAverage,5.42,2.86,0.376,Poor
163790,Average,BelowAverage,VeryPoor,Good,5.71,2.72,0.342,Poor
146989,SlightlyPoor,SlightlyPoor,VeryGood,AboveAverage,4.34,2.21,0.395,Good
132834,BelowAverage,Average,SlightlyGood,Good,4.43,2.16,0.314,Good
209560,Average,Good,Poor,Average,4.69,1.94,0.361,Poor
128600,BelowAverage,AboveAverage,Average,VeryPoor,5.68,2.43,0.32,Poor
161738,SlightlyGood,BelowAverage,SlightlyPoor,VeryPoor,4.95,2.58,0.342,Poor
138991,Poor,SlightlyGood,VeryGood,VeryPoor,5.21,2.87,0.306,Poor
126576,AboveAverage,Poor,VeryGood,Poor,5.6,2.71,0.397,Poor
142180,SlightlyPoor,Average,Good,Good,5.12,2.89,0.357,Good
127788,Average,BelowAverage,SlightlyPoor,AboveAverage,4.44,2.87,0.384,Poor
138186,Average,VeryGood,AboveAverage,AboveAverage,5.61,2.71,0.316,Good
127668,AboveAverage,Average,SlightlyPoor,VeryGood,5.17,2.62,0.361,Good
190689,Good,Average,Average,Average,5.17,2.06,0.355,Good
125055,Average,AboveAverage,SlightlyGood,Good,5.39,2.54,0.377,Good
166952,VeryPoor,Average,VeryPoor,VeryGood,5.84,1.77,0.339,Poor
182117,Excellent,SlightlyGood,Good,SlightlyGood,4.94,2.08,0.308,VeryGood
188882,Poor,AboveAverage,SlightlyGood,SlightlyGood,5.09,2.33,0.394,Good
123868,Excellent,VeryPoor,AboveAverage,AboveAverage,5.35,2.59,0.32,Good
161500,Excellent,VeryGood,Average,AboveAverage,5.03,2.14,0.311,Good
205972,Good,Excellent,VeryGood,AboveAverage,5.19,2.85,0.389,VeryGood
171942,Excellent,Good,VeryGood,VeryGood,5.72,1.94,0.393,VeryGood
177412,SlightlyGood,VeryGood,VeryGood,Average,5.92,2.06,0.32,Good
183278,Poor,Poor,Poor,VeryGood,5.71,2.85,0.389,Poor
122844,VeryPoor,VeryPoor,VeryGood,VeryPoor,4.95,1.93,0.353,Poor
131502,AboveAverage,Average,Poor,BelowAverage,5.5,2.71,0.328,Poor
209240,VeryPoor,AboveAverage,SlightlyPoor,Poor,4.27,2.81,0.361,Poor
185206,Good,Average,BelowAverage,Average,5.47,2.23,0.366,Good
146950,Good,Good,VeryPoor,BelowAverage,5.47,2.43,0.321,Good
150308,Excellent,Good,Excellent,Average,5.17,1.88,0.299,VeryGood
176313,Good,SlightlyPoor,Excellent,VeryPoor,5.46,2.81,0.344,Good
191459,Poor,Excellent,SlightlyGood,VeryPoor,5.45,1.77,0.35,Poor
208908,Excellent,SlightlyGood,SlightlyPoor,Poor,6.02,1.94,0.309,Good
212510,Good,Excellent,Good,Average,4.86,1.99,0.31,VeryGood
114379,VeryGood,Average,VeryPoor,SlightlyPoor,6.01,2.07,0.334,Poor
188841,VeryPoor,Average,SlightlyPoor,VeryGood,5.33,2.01,0.301,Poor
191983,Good,BelowAverage,AboveAverage,AboveAverage,5.82,1.78,0.348,Good
197781,SlightlyGood,Excellent,Good,AboveAverage,6.08,2.12,0.367,VeryGood
134289,Good,Good,BelowAverage,Excellent,4.58,2.01,0.314,Good
157266,AboveAverage,VeryPoor,SlightlyPoor,SlightlyGood,4.3,2.36,0.385,Poor
156515,BelowAverage,Good,VeryGood,Poor,4.55,2.88,0.373,Good
144282,Good,VeryGood,Poor,Poor,4.31,2.22,0.391,Good
149932,VeryPoor,Poor,SlightlyGood,Good,6.02,2.56,0.375,Poor
122343,Average,VeryPoor,SlightlyPoor,Poor,4.81,1.83,0.341,Poor
116482,AboveAverage,AboveAverage,VeryGood,AboveAverage,4.21,2.11,0.325,Good
185647,Poor,Good,AboveAverage,AboveAverage,5.86,2.55,0.366,Good
150619,AboveAverage,Poor,Poor,SlightlyPoor,4.25,2.5,0.378,Poor
130438,BelowAverage,Poor,VeryGood,Poor,4.8,1.95,0.332,Poor
133462,SlightlyGood,SlightlyGood,Average,Poor,5.88,2.63,0.375,Good
111263,Excellent,VeryPoor,VeryPoor,Excellent,5.87,2.55,0.359,Good
162329,Good,VeryGood,Good,Good,4.37,2.69,0.355,VeryGood
166319,VeryGood,VeryPoor,SlightlyGood,SlightlyPoor,5.23,2.89,0.393,Poor
176204,Poor,SlightlyGood,Good,Average,4.91,2.65,0.356,Good
206203,SlightlyPoor,Average,VeryPoor,SlightlyGood,5.43,2.66,0.351,Poor
213760,Good,VeryGood,Average,SlightlyGood,5.27,1.83,0.354,Good
155849,SlightlyPoor,VeryPoor,Poor,Excellent,4.36,1.92,0.367,Poor
208075,Average,Average,SlightlyGood,Poor,4.32,2.88,0.362,Poor
113371,AboveAverage,Excellent,AboveAverage,SlightlyGood,4.27,1.8,0.38,Good
132376,AboveAverage,Poor,VeryGood,Poor,6.09,2.6,0.375,Poor
128321,Poor,SlightlyPoor,Poor,BelowAverage,4.61,2.29,0.304,Poor
204992,Excellent,SlightlyPoor,SlightlyPoor,SlightlyGood,4.69,1.92,0.339,Good
195406,Poor,Poor,SlightlyPoor,Poor,5.56,2.39,0.328,Poor
113057,VeryPoor,VeryGood,SlightlyPoor,SlightlyGood,6.15,1.84,0.307,Poor
190833,BelowAverage,Good,Good,BelowAverage,5.95,1.95,0.379,Good
211077,Average,BelowAverage,AboveAverage,SlightlyPoor,4.53,1.86,0.389,Poor
114260,Poor,AboveAverage,Excellent,AboveAverage,4.52,2.13,0.345,Good
123953,Average,VeryPoor,VeryGood,AboveAverage,4.25,2.89,0.367,Good
138263,SlightlyGood,SlightlyPoor,SlightlyPoor,SlightlyPoor,5.97,2.45,0.303,Poor
163234,AboveAverage,SlightlyPoor,VeryPoor,VeryPoor,5.12,2.57,0.326,Poor
140675,Average,SlightlyGood,SlightlyGood,BelowAverage,4.24,2.25,0.36,Good
162794,SlightlyGood,BelowAverage,AboveAverage,SlightlyPoor,4.95,2.66,0.31,Poor
166042,SlightlyGood,Excellent,VeryPoor,Average,4.39,2.83,0.34,Good
168382,AboveAverage,BelowAverage,VeryPoor,SlightlyPoor,6.14,2.16,0.299,Poor
118581,VeryPoor,Poor,BelowAverage,SlightlyPoor,4.46,2.27,0.35,Poor
153378,Poor,AboveAverage,AboveAverage,Good,4.8,2.09,0.361,Good
181468,VeryGood,Poor,VeryGood,AboveAverage,6.16,2.05,0.312,Good
115296,BelowAverage,Average,AboveAverage,VeryPoor,5.04,1.83,0.372,Poor
177112,Poor,VeryGood,SlightlyGood,SlightlyPoor,4.55,2.88,0.314,Good
188105,VeryGood,VeryPoor,VeryPoor,Good,5.29,2.69,0.39,Poor
182137,SlightlyGood,Excellent,Excellent,BelowAverage,4.21,2.79,0.307,VeryGood
162636,Average,BelowAverage,Good,Good,6.2,2.9,0.347,Good
122055,SlightlyPoor,Good,Average,SlightlyGood,4.59,2.67,0.352,Good
182276,SlightlyPoor,Good,AboveAverage,SlightlyGood,4.57,2.6,0.299,Good
137007,SlightlyPoor,VeryGood,Good,BelowAverage,5.68,2.01,0.33,Good
202971,Excellent,VeryPoor,AboveAverage,SlightlyGood,6.14,2.49,0.366,Good
168695,AboveAverage,Good,VeryGood,AboveAverage,5.56,2.25,0.361,Good
197910,AboveAverage,Excellent,Poor,VeryPoor,4.37,2.14,0.314,Poor
148064,Good,VeryGood,Average,Excellent,5.14,2.35,0.316,VeryGood
118434,Good,VeryPoor,Poor,Good,5.38,1.77,0.299,Poor
149404,VeryGood,SlightlyGood,VeryPoor,Poor,5.4,2.09,0.308,Poor
210712,SlightlyPoor,Average,Poor,Excellent,5.28,2.56,0.311,Poor
135939,Poor,VeryPoor,AboveAverage,SlightlyPoor,5.13,2.34,0.338,Poor
127453,SlightlyPoor,SlightlyGood,Average,BelowAverage,5.76,2.69,0.319,Poor
118772,Excellent,Good,Average,Average,4.93,2.47,0.3,Good
127407,Poor,VeryGood,VeryGood,Excellent,6.13,1.99,0.391,Good
123595,Poor,VeryPoor,Excellent,Good,5.64,2.17,0.337,Good
158137,VeryPoor,BelowAverage,SlightlyPoor,AboveAverage,5.49,1.98,0.314,Poor
114639,Excellent,BelowAverage,VeryGood,Excellent,5.11,2.04,0.345,VeryGood
172902,VeryPoor,SlightlyGood,Good,Poor,5.62,2.54,0.354,Poor
193280,Poor,SlightlyPoor,VeryPoor,SlightlyGood,5.28,2.84,0.353,Poor
206551,BelowAverage,AboveAverage,Excellent,SlightlyGood,4.32,2.41,0.393,Good
170766,Excellent,Average,Excellent,Poor,4.4,1.84,0.306,Good
134699,Good,SlightlyGood,Poor,Good,5.98,2.79,0.337,Good
142135,Average,Average,Poor,SlightlyPoor,4.59,2.03,0.337,Poor
133633,BelowAverage,SlightlyGood,BelowAverage,Good,5.8,2.01,0.355,Good
175125,BelowAverage,Good,Excellent,AboveAverage,4.36,2.7,0.343,Good
130486,VeryGood,VeryGood,SlightlyPoor,VeryGood,4.61,2.66,0.33,Good
191546,VeryPoor,SlightlyPoor,Excellent,VeryGood,5.52,2.12,0.31,Good
154965,Excellent,SlightlyPoor,Average,SlightlyPoor,5.04,2.06,0.367,Good
139101,SlightlyPoor,Excellent,AboveAverage,AboveAverage,4.37,2.21,0.392,Good
191628,Excellent,Average,Good,Average,5.23,2.05,0.351,Good
148376,BelowAverage,SlightlyPoor,VeryPoor,SlightlyPoor,5.1,2.18,0.347,Poor
129757,Good,AboveAverage,Poor,VeryGood,4.64,2.41,0.345,Good
158942,VeryGood,Average,Good,AboveAverage,4.73,1.81,0.32,Good
214127,AboveAverage,Poor,BelowAverage,Poor,5.08,2.19,0.343,Poor
164862,Excellent,VeryPoor,AboveAverage,AboveAverage,5.03,2.07,0.347,Good
205706,Average,AboveAverage,BelowAverage,VeryPoor,5.44,1.97,0.35,Poor
136459,Good,SlightlyPoor,VeryGood,Good,6.07,2.59,0.395,Good
169336,Poor,Good,SlightlyPoor,VeryPoor,4.41,2.87,0.344,Poor
142561,Poor,BelowAverage,SlightlyGood,VeryGood,5.89,2.75,0.36,Good
165808,SlightlyPoor,VeryPoor,Poor,Average,5.51,2.56,0.368,Poor
177510,BelowAverage,SlightlyPoor,AboveAverage,Good,6.11,2.81,0.313,Good
173982,Good,Good,BelowAverage,SlightlyGood,5.25,1.82,0.335,Good
168555,VeryPoor,VeryGood,SlightlyPoor,VeryPoor,5.19,2.34,0.31,Poor
153998,Good,SlightlyGood,Poor,AboveAverage,4.89,2.59,0.321,Good
150328,Average,SlightlyGood,BelowAverage,BelowAverage,5.67,1.76,0.362,Poor
115032,Average,SlightlyGood,Poor,SlightlyPoor,5,2.11,0.365,Poor
116746,SlightlyPoor,Average,SlightlyGood,Good,5.32,2.45,0.318,Good
123527,SlightlyGood,VeryPoor,SlightlyPoor,Poor,4.84,1.94,0.369,Poor
192978,VeryGood,AboveAverage,Average,BelowAverage,5.88,2.69,0.387,Good
171320,BelowAverage,SlightlyGood,VeryGood,BelowAverage,5.2,2.7,0.339,Good
173712,Good,SlightlyPoor,VeryPoor,Good,6.03,1.84,0.365,Poor
191423,VeryPoor,VeryGood,SlightlyPoor,VeryGood,4.28,1.91,0.363,Good
160469,Good,VeryGood,BelowAverage,SlightlyPoor,5.61,2.38,0.375,Good
188849,VeryPoor,Good,Poor,SlightlyPoor,5.9,1.83,0.324,Poor
168041,VeryPoor,SlightlyPoor,Excellent,BelowAverage,4.43,1.76,0.389,Poor
138517,VeryGood,BelowAverage,SlightlyGood,Excellent,4.61,1.89,0.38,Good
121620,VeryPoor,BelowAverage,SlightlyPoor,Average,5.03,2.51,0.329,Poor
160996,Average,VeryGood,Good,VeryGood,4.49,2.36,0.36,VeryGood
192010,SlightlyGood,VeryGood,VeryPoor,Average,6.15,1.99,0.379,Good
158173,SlightlyPoor,Poor,Average,VeryPoor,4.88,1.84,0.367,Poor
124418,Excellent,Poor,BelowAverage,Poor,4.75,2.8,0.313,Poor
150731,Excellent,VeryPoor,Average,VeryGood,4.71,1.75,0.312,Good
159956,AboveAverage,VeryPoor,Average,VeryPoor,6.13,2.15,0.388,Poor
206548,Good,VeryPoor,BelowAverage,Excellent,5.9,2.2,0.394,Good
205152,Poor,AboveAverage,SlightlyGood,Good,4.67,1.95,0.326,Good
175699,SlightlyPoor,Poor,Excellent,VeryGood,5.94,2.41,0.363,Good
154677,AboveAverage,Excellent,Average,VeryPoor,4.74,2.25,0.351,Good
133420,Excellent,BelowAverage,Average,Excellent,5.47,2.07,0.323,Good
194106,Poor,Excellent,Good,SlightlyGood,5.04,2.49,0.388,Good
174904,AboveAverage,AboveAverage,Excellent,SlightlyGood,5.29,2.27,0.343,Good
213458,Average,SlightlyGood,VeryPoor,VeryGood,4.21,1.93,0.335,Good
133401,Average,SlightlyPoor,VeryGood,SlightlyGood,4.47,1.77,0.365,Good
206473,Excellent,Good,Poor,AboveAverage,4.31,1.96,0.378,Good
145744,Excellent,VeryPoor,VeryGood,BelowAverage,5.33,1.81,0.391,Good
192097,VeryGood,AboveAverage,Poor,SlightlyPoor,5.75,1.81,0.317,Poor
171743,BelowAverage,VeryGood,AboveAverage,Average,4.55,2.01,0.319,Good
113253,Poor,VeryGood,Good,Good,5.36,1.78,0.392,Good
175711,Good,Good,SlightlyPoor,Poor,4.88,2.02,0.325,Good
198214,VeryGood,VeryPoor,VeryPoor,AboveAverage,5.11,1.84,0.343,Poor
112653,SlightlyGood,Excellent,AboveAverage,VeryGood,5.7,1.91,0.378,VeryGood
158106,BelowAverage,Excellent,BelowAverage,BelowAverage,5.37,2.78,0.391,Good
200251,Average,SlightlyGood,VeryPoor,Excellent,5.36,2.28,0.347,Good
